project_id,building_id,project_type,start_date,end_date,planned_end_date,status,estimated_cost_eur,actual_cost_eur,cost_variance_percent,subsidy_amount_eur,funding_source,contractor_name,estimated_energy_savings_percent,actual_energy_savings_percent,annual_energy_savings_kwh,project_manager,procurement_method,priority_level,works_disruption_level
768,283,Isolation thermique,2025-06-18,,2025-08-30,Planned,513578.81,,,34799.47,Union européenne,Entreprise Durand,26.12,,,Nicolas Leroy,Accord-cadre,Basse,Moyen
769,371,Rénovation de toiture,2025-03-04,2025-09-21,2025-08-29,Completed,2459953.77,2712922.76,10.28,688272.37,ADEME,Groupe Martin,12.68,12.66,151854.56,Sophie Bernard,Appel d'offres ouvert,Basse,Faible
770,487,Rénovation de toiture,2019-04-20,2019-07-30,2019-07-06,Completed,1234524.27,1337364.0,8.33,358464.02,Région,VINCI Facilities,10.53,20.89,246939.5,Jean Dupont,Accord-cadre,Moyenne,Moyen
771,332,Isolation thermique,2024-09-05,2025-03-22,2025-02-22,Completed,348125.88,333565.99,-4.18,41606.66,Union européenne,Entreprise Durand,31.33,29.15,20039.96,Alice Martin,Accord-cadre,Moyenne,Faible
772,153,Remplacement du chauffage,2017-05-08,2017-09-05,2017-09-17,Completed,1526973.57,1571078.55,2.89,537986.82,Fonds vert,Engie Solutions,20.84,29.3,629540.2,Karim Diallo,MAPA,Moyenne,Faible
773,323,Remplacement des menuiseries,2025-03-13,2025-10-15,2025-08-26,Completed,131263.65,133937.69,2.04,38933.67,Autofinancement,Entreprise Durand,16.68,7.31,5111.43,Alice Martin,MAPA,Moyenne,Faible
774,194,Isolation thermique,2025-12-10,,2026-02-03,In Progress,528572.88,215242.52,-59.28,42195.45,Autofinancement,Eiffage Énergie,17.09,,,Alice Martin,Appel d'offres ouvert,Haute,Moyen
775,256,Isolation thermique,2021-05-23,2021-11-15,2021-10-27,Completed,472411.58,469173.33,-0.69,102025.72,Fonds vert,Entreprise Durand,18.8,27.52,,Nicolas Leroy,Accord-cadre,Basse,Élevé
776,341,Rénovation de toiture,2025-05-05,,2026-01-31,In Progress,302328.98,227072.1,-24.89,33690.23,Département,Entreprise Durand,17.6,,,Jean Dupont,Marché négocié,Basse,Faible
777,433,Remplacement du chauffage,2025-04-10,,2025-11-21,In Progress,245305.28,99162.58,-59.58,5937.13,Union européenne,SPIE Building Solutions,27.86,,,Alice Martin,Marché négocié,Critique,Élevé
778,53,Remplacement des menuiseries,2025-07-16,,2026-03-14,In Progress,768722.98,286358.66,-62.75,8220.15,Fonds vert,Léon Grosse,12.43,,,Sophie Bernard,MAPA,Moyenne,Faible
779,434,Isolation thermique,2025-04-19,,2025-08-05,Planned,1239446.46,,,333412.63,Union européenne,Groupe Martin,32.83,,,Nicolas Leroy,Accord-cadre,Moyenne,Faible
780,151,Remplacement du chauffage,2025-07-02,,2025-10-29,In Progress,1239638.87,594426.97,-52.05,212511.58,ADEME,VINCI Facilities,17.65,,,Karim Diallo,Appel d'offres ouvert,Moyenne,Élevé
781,252,Ventilation double flux,2022-07-18,2023-04-21,2023-03-30,Completed,548888.8,569167.83,3.69,155827.1,Union européenne,SPIE Building Solutions,14.96,15.42,101326.45,Alice Martin,Accord-cadre,Moyenne,Élevé
782,473,Éclairage LED,2018-04-14,2018-12-26,2019-01-04,Completed,436202.28,409688.35,-6.08,49800.99,Région,Léon Grosse,7.23,9.74,161956.81,Nicolas Leroy,Appel d'offres ouvert,Critique,Faible
783,394,Isolation thermique,2023-10-14,2024-01-30,2023-12-12,Completed,2933019.3,3170732.2,8.1,722780.88,Fonds vert,Eiffage Énergie,23.06,23.08,327467.83,Nicolas Leroy,Marché négocié,Moyenne,Moyen
784,120,Rénovation de toiture,2025-08-20,,2025-12-14,Planned,634446.82,,,1082.69,Fonds vert,Entreprise Durand,6.8,,,Nicolas Leroy,Appel d'offres ouvert,Moyenne,Faible
785,386,Éclairage LED,2024-07-10,2024-09-12,2024-09-08,Completed,333447.32,326129.2,-2.19,34313.41,Région,Léon Grosse,4.25,8.8,,Alice Martin,Appel d'offres ouvert,Haute,Élevé
786,242,Ventilation double flux,2023-04-05,2023-07-18,2023-07-29,Completed,2656168.97,2861961.91,7.75,272032.56,ADEME,SPIE Building Solutions,14.43,15.92,183152.63,Sophie Bernard,MAPA,Critique,Moyen
787,323,Remplacement du chauffage,2025-03-13,,2025-07-03,Planned,136450.03,,,60467.87,Région,VINCI Facilities,15.71,,,Sophie Bernard,Accord-cadre,Haute,Moyen
788,57,Remplacement des menuiseries,2025-07-12,,2026-02-09,In Progress,2360803.25,1937549.26,-17.93,388041.17,Région,Eiffage Énergie,8.61,,,Jean Dupont,MAPA,Moyenne,Faible
789,281,Remplacement des menuiseries,2025-10-21,,2026-07-24,In Progress,273550.53,217675.32,-20.43,118518.39,Département,VINCI Facilities,9.6,,,Jean Dupont,Accord-cadre,Haute,Moyen
790,202,Remplacement des menuiseries,2025-07-01,,2026-03-27,Planned,615991.87,,,78377.62,Fonds vert,SPIE Building Solutions,16.27,,,Emma Robert,MAPA,Critique,Moyen
791,311,Ventilation double flux,2025-09-05,2026-03-11,2026-03-14,Completed,279933.99,295670.5,5.62,41423.51,Union européenne,Eiffage Énergie,19.15,15.41,52369.91,Alice Martin,Appel d'offres ouvert,Moyenne,Élevé
792,229,Rénovation de toiture,2025-05-20,,2025-07-18,Planned,95408.1,,,17277.24,Département,Engie Solutions,13.33,,,Karim Diallo,Appel d'offres ouvert,Moyenne,Moyen
793,305,Ventilation double flux,2025-05-05,,2025-10-23,Planned,763688.57,,,148493.48,ADEME,Engie Solutions,14.35,,,Karim Diallo,Marché négocié,Critique,Élevé
794,102,Remplacement des menuiseries,2017-05-05,2017-11-02,2017-11-10,Completed,958499.16,924726.99,-3.52,491253.37,Autofinancement,Eiffage Énergie,16.04,13.3,124479.99,Emma Robert,MAPA,Basse,Élevé
795,103,Isolation thermique,2016-09-22,2017-06-03,2017-05-28,Completed,939445.56,1018213.23,8.38,20117.03,ADEME,Léon Grosse,18.83,23.7,78252.4,Nicolas Leroy,Accord-cadre,Haute,Moyen
796,404,Remplacement du chauffage,2025-06-08,2025-10-08,2025-08-25,Completed,585513.43,622929.21,6.39,220691.63,Département,SPIE Building Solutions,16.91,28.49,,Alice Martin,Marché négocié,Moyenne,Moyen
797,239,Remplacement du chauffage,2025-02-04,2025-09-15,2025-09-26,Completed,203073.18,222750.77,9.69,85663.76,Région,SPIE Building Solutions,31.33,25.85,5035.39,Jean Dupont,Marché négocié,Critique,Élevé
798,274,Remplacement du chauffage,2025-05-03,,2026-01-12,Planned,72911.29,,,9874.05,Région,Bouygues Bâtiment,13.37,,,Alice Martin,Accord-cadre,Haute,Moyen
799,259,Installation photovoltaïque,2022-04-17,2022-11-21,2022-12-05,Completed,671033.34,767765.23,14.42,194507.73,Fonds vert,SPIE Building Solutions,7.09,11.92,46898.93,Alice Martin,MAPA,Basse,Élevé
800,49,Remplacement du chauffage,2025-06-02,,2026-02-28,In Progress,857660.43,450471.5,-47.48,158389.78,Fonds vert,Entreprise Durand,28.27,,,Jean Dupont,Appel d'offres ouvert,Haute,Élevé
801,199,Éclairage LED,2025-11-16,,2026-07-31,Planned,141918.26,,,59523.6,Union européenne,Engie Solutions,8.0,,,Nicolas Leroy,Accord-cadre,Haute,Faible
802,323,Isolation thermique,2025-04-14,,2025-12-21,Planned,193908.82,,,8467.64,Département,Léon Grosse,32.99,,,Karim Diallo,Accord-cadre,Basse,Faible
803,142,Rénovation de toiture,2025-07-02,,2025-09-08,Planned,182274.81,,,26756.43,Fonds vert,Entreprise Durand,11.17,,,Sophie Bernard,Appel d'offres ouvert,Haute,Moyen
804,103,Ventilation double flux,2025-06-02,2025-08-17,2025-10-12,Cancelled,369032.08,42566.89,-88.47,6908.02,Autofinancement,Eiffage Énergie,9.59,,,Emma Robert,MAPA,Haute,Faible
805,264,Remplacement du chauffage,2025-08-18,,2026-01-18,In Progress,661419.92,558185.51,-15.61,9891.28,Région,VINCI Facilities,24.79,,,Nicolas Leroy,Accord-cadre,Moyenne,Faible
806,343,Rénovation de toiture,2018-06-11,2019-03-05,2019-03-13,Completed,594592.54,591565.06,-0.51,21002.79,Autofinancement,Entreprise Durand,10.66,7.23,57106.95,Nicolas Leroy,Appel d'offres ouvert,Basse,Moyen
807,409,Remplacement des menuiseries,2019-05-24,2020-04-04,2020-02-28,Completed,1943462.03,2086085.28,7.34,1004057.03,ADEME,Groupe Martin,12.96,6.55,17841.74,Emma Robert,Accord-cadre,Haute,Élevé
808,206,Remplacement des menuiseries,2024-03-12,2024-05-28,2024-04-26,Completed,762214.85,701137.63,-8.01,296552.92,Fonds vert,Groupe Martin,9.99,7.18,38983.01,Emma Robert,Accord-cadre,Basse,Élevé
809,339,Remplacement du chauffage,2024-07-25,2025-02-14,2025-03-04,Completed,2669018.91,2826391.62,5.9,395714.0,Département,Léon Grosse,20.18,16.48,86918.45,Emma Robert,Marché négocié,Moyenne,Faible
810,215,Isolation thermique,2025-02-06,,2025-11-07,In Progress,755112.64,405501.69,-46.3,60163.33,Fonds vert,VINCI Facilities,25.85,,,Karim Diallo,Appel d'offres ouvert,Critique,Moyen
811,58,Installation photovoltaïque,2025-08-19,2025-11-02,2026-04-24,Cancelled,2258119.41,156015.36,-93.09,9971.89,Département,Léon Grosse,8.11,,,Alice Martin,Appel d'offres ouvert,Haute,Moyen
812,259,Remplacement du chauffage,2025-02-14,,2025-04-09,In Progress,398894.97,293935.14,-26.31,60856.58,Région,Bouygues Bâtiment,30.18,,,Sophie Bernard,Appel d'offres ouvert,Critique,Moyen
813,124,Remplacement du chauffage,2024-08-22,2025-02-13,2025-01-17,Completed,883214.82,878976.67,-0.48,409205.53,Région,Groupe Martin,19.83,27.66,159396.19,Sophie Bernard,Accord-cadre,Basse,Faible
814,230,Remplacement du chauffage,2021-04-22,2021-07-23,2021-06-07,Completed,573761.88,660138.58,15.05,322465.49,ADEME,Bouygues Bâtiment,13.12,31.76,,Emma Robert,MAPA,Critique,Moyen
815,364,Installation photovoltaïque,2025-09-16,,2026-06-02,Planned,672921.93,,,245783.35,Région,Bouygues Bâtiment,8.04,,,Jean Dupont,Marché négocié,Moyenne,Faible
816,271,Isolation thermique,2025-08-09,,2025-11-21,Planned,1586916.55,,,575570.66,ADEME,Bouygues Bâtiment,34.71,,,Emma Robert,MAPA,Critique,Moyen
817,385,Ventilation double flux,2024-08-21,2025-04-02,2025-02-27,Completed,1184549.72,1332995.38,12.53,179782.37,ADEME,Bouygues Bâtiment,17.29,20.11,123641.11,Jean Dupont,Accord-cadre,Basse,Faible
818,305,Remplacement du chauffage,2025-05-24,,2026-01-22,Planned,1021271.05,,,522224.48,Département,Bouygues Bâtiment,18.88,,,Karim Diallo,Accord-cadre,Moyenne,Faible
819,34,Éclairage LED,2025-06-11,,2025-10-24,In Progress,265707.73,155581.11,-41.45,83960.6,Union européenne,Groupe Martin,4.54,,,Sophie Bernard,Accord-cadre,Critique,Élevé
820,164,Isolation thermique,2025-01-13,2025-02-24,2025-04-27,Cancelled,794363.36,80982.66,-89.81,40027.99,Fonds vert,SPIE Building Solutions,32.38,,,Sophie Bernard,MAPA,Moyenne,Faible
821,95,Remplacement des menuiseries,2021-06-07,2021-09-13,2021-09-12,Completed,662923.43,691406.96,4.3,143853.58,ADEME,Léon Grosse,16.39,15.19,211735.24,Karim Diallo,Appel d'offres ouvert,Haute,Faible
822,88,Remplacement du chauffage,2022-08-11,2023-03-19,2023-02-14,Completed,1153243.82,1062860.73,-7.84,11280.34,Région,Léon Grosse,26.78,18.19,135488.42,Jean Dupont,Accord-cadre,Moyenne,Moyen
823,472,Rénovation de toiture,2022-05-15,2023-02-26,2023-02-08,Completed,2638102.54,2724991.55,3.29,176158.83,Autofinancement,Groupe Martin,13.61,6.94,58068.32,Nicolas Leroy,Appel d'offres ouvert,Moyenne,Faible
824,470,Éclairage LED,2024-03-22,,2024-09-03,In Progress,293577.92,104670.03,-64.35,53504.31,Département,Léon Grosse,7.13,,,Alice Martin,MAPA,Moyenne,Faible
825,27,Remplacement des menuiseries,2022-11-03,2023-01-20,2023-01-11,Completed,213667.74,231974.35,8.57,68921.77,Région,Léon Grosse,7.22,15.63,42136.42,Karim Diallo,MAPA,Basse,Élevé
826,51,Isolation thermique,2024-04-22,2024-09-30,2024-09-20,Completed,468591.95,540255.09,15.29,231759.76,Autofinancement,Bouygues Bâtiment,19.27,25.58,23617.92,Jean Dupont,Accord-cadre,Moyenne,Élevé
827,483,Isolation thermique,2025-11-16,2026-07-09,2026-06-20,Completed,1654280.25,1873914.56,13.28,524304.9,Autofinancement,Eiffage Énergie,16.95,24.95,45652.03,Alice Martin,Accord-cadre,Haute,Faible
828,333,Éclairage LED,2024-08-15,,2025-04-08,In Progress,393263.81,277569.54,-29.42,146151.06,Département,Engie Solutions,4.45,,,Sophie Bernard,Marché négocié,Basse,Moyen
829,366,Remplacement du chauffage,2024-08-06,2024-09-07,2024-12-23,Cancelled,1097376.93,91475.59,-91.66,22711.14,ADEME,Engie Solutions,21.61,,,Alice Martin,Accord-cadre,Moyenne,Moyen
830,22,Éclairage LED,2021-05-04,2021-07-12,2021-11-02,Cancelled,699192.21,52395.33,-92.51,25514.62,Fonds vert,Eiffage Énergie,3.91,,,Jean Dupont,Accord-cadre,Haute,Faible
831,472,Remplacement des menuiseries,2024-12-13,2025-02-16,2025-01-31,Completed,1500831.12,1456283.07,-2.97,364170.76,Autofinancement,Léon Grosse,12.13,14.33,119901.88,Alice Martin,MAPA,Haute,Élevé
832,41,Isolation thermique,2022-11-06,2023-06-21,2023-04-28,Completed,1595874.53,1802024.12,12.92,289505.91,Union européenne,Groupe Martin,27.39,27.64,386239.34,Emma Robert,MAPA,Haute,Faible
833,80,Isolation thermique,2024-08-21,2024-11-02,2024-11-20,Completed,1511824.99,1576279.41,4.26,601357.09,Fonds vert,Entreprise Durand,32.21,17.16,,Emma Robert,Marché négocié,Haute,Moyen
834,363,Remplacement du chauffage,2018-07-11,2019-02-24,2019-01-07,Completed,645521.0,612056.37,-5.18,57651.58,Département,Engie Solutions,25.82,26.71,165550.23,Karim Diallo,MAPA,Critique,Moyen
835,50,Éclairage LED,2016-07-14,2017-01-12,2017-01-03,Completed,623837.88,681405.25,9.23,205237.91,ADEME,Groupe Martin,7.37,8.68,65565.95,Karim Diallo,Appel d'offres ouvert,Basse,Moyen
836,121,Isolation thermique,2019-12-10,2020-10-10,2020-08-26,Completed,546276.56,599654.1,9.77,83769.16,ADEME,Groupe Martin,32.95,22.5,89961.52,Nicolas Leroy,MAPA,Moyenne,Élevé
837,354,Isolation thermique,2025-03-09,,2025-09-12,In Progress,538903.38,269992.65,-49.9,140720.8,Département,Groupe Martin,17.12,,,Sophie Bernard,Appel d'offres ouvert,Critique,Faible
838,121,Éclairage LED,2024-12-08,,2025-06-16,In Progress,291420.07,158737.65,-45.53,57126.87,ADEME,Léon Grosse,8.06,,,Alice Martin,Appel d'offres ouvert,Haute,Faible
839,109,Isolation thermique,2025-03-21,,2025-09-13,In Progress,576004.47,324206.92,-43.71,1770.64,Fonds vert,Groupe Martin,24.19,,,Sophie Bernard,MAPA,Haute,Faible
840,91,Ventilation double flux,2023-06-17,2023-11-04,2023-09-27,Completed,335968.68,319711.35,-4.84,61862.37,Union européenne,Entreprise Durand,8.16,15.43,38024.18,Nicolas Leroy,Appel d'offres ouvert,Haute,Moyen
841,40,Remplacement des menuiseries,2025-02-16,,2025-09-17,In Progress,761141.76,486183.64,-36.12,141744.06,ADEME,Léon Grosse,19.72,,,Sophie Bernard,Marché négocié,Moyenne,Faible
842,108,Remplacement des menuiseries,2025-09-11,,2026-03-10,In Progress,301800.66,213465.01,-29.27,86346.56,Département,VINCI Facilities,7.0,,,Jean Dupont,Appel d'offres ouvert,Moyenne,Moyen
843,48,Rénovation de toiture,2020-12-05,2021-09-06,2021-08-25,Completed,1594303.95,1667380.34,4.58,133821.11,ADEME,Entreprise Durand,10.54,18.65,377360.64,Karim Diallo,MAPA,Haute,Faible
844,29,Remplacement du chauffage,2025-01-09,,2025-07-23,Planned,1079448.15,,,250964.03,Autofinancement,SPIE Building Solutions,27.1,,,Sophie Bernard,MAPA,Basse,Faible
845,86,Remplacement du chauffage,2025-06-23,2025-10-28,2025-09-18,Completed,512090.33,552954.01,7.98,154329.5,Département,VINCI Facilities,20.07,12.28,112302.77,Karim Diallo,MAPA,Haute,Élevé
846,439,Isolation thermique,2025-03-22,,2025-12-08,In Progress,1298722.14,1046079.23,-19.45,438863.62,Fonds vert,Bouygues Bâtiment,25.2,,,Nicolas Leroy,MAPA,Moyenne,Moyen
847,411,Ventilation double flux,2025-07-18,,2025-12-12,Planned,1181799.4,,,379933.48,ADEME,Engie Solutions,17.65,,,Karim Diallo,MAPA,Haute,Élevé
848,393,Remplacement des menuiseries,2025-04-14,,2025-11-08,Planned,1981958.02,,,1050437.69,Département,Entreprise Durand,7.98,,,Sophie Bernard,Marché négocié,Haute,Faible
849,471,Rénovation de toiture,2025-03-04,,2025-07-17,Planned,249939.8,,,82468.82,Autofinancement,VINCI Facilities,6.32,,,Sophie Bernard,MAPA,Moyenne,Élevé
850,388,Remplacement des menuiseries,2025-03-15,,2025-08-29,Planned,394641.04,,,20484.39,ADEME,Bouygues Bâtiment,12.57,,,Jean Dupont,Appel d'offres ouvert,Moyenne,Moyen
851,266,Remplacement du chauffage,2020-09-04,2021-01-16,2021-01-03,Completed,893147.33,1017705.62,13.95,315789.72,Union européenne,Léon Grosse,12.17,20.49,159515.57,Alice Martin,Appel d'offres ouvert,Haute,Élevé
852,395,Remplacement du chauffage,2025-08-24,2025-11-23,2025-11-07,Completed,227724.82,247155.04,8.53,128597.94,ADEME,Léon Grosse,31.31,34.72,92130.96,Sophie Bernard,Accord-cadre,Haute,Élevé
853,271,Remplacement du chauffage,2025-11-06,2026-07-01,2026-07-09,Completed,1839946.65,2057286.81,11.81,57017.26,Union européenne,Eiffage Énergie,19.83,20.14,477322.98,Nicolas Leroy,Appel d'offres ouvert,Moyenne,Moyen
854,64,Installation photovoltaïque,2022-12-09,2023-08-30,2023-07-12,Completed,326333.67,371786.25,13.93,152057.08,Département,Bouygues Bâtiment,11.27,11.26,,Nicolas Leroy,Marché négocié,Moyenne,Moyen
855,492,Remplacement du chauffage,2023-05-23,2023-09-16,2023-08-22,Completed,368739.59,407729.8,10.57,152862.01,Fonds vert,Entreprise Durand,18.35,27.03,85014.62,Emma Robert,Accord-cadre,Moyenne,Élevé
856,381,Ventilation double flux,2025-01-19,,2025-05-07,In Progress,908805.99,345767.26,-61.95,18531.8,Région,Eiffage Énergie,8.78,,,Nicolas Leroy,MAPA,Haute,Moyen
857,313,Éclairage LED,2016-07-07,2017-05-26,2017-04-02,Completed,435345.58,499527.42,14.74,236918.68,Région,SPIE Building Solutions,7.32,7.22,92190.37,Emma Robert,Marché négocié,Moyenne,Moyen
858,429,Remplacement des menuiseries,2025-04-10,,2025-07-28,In Progress,103089.55,77566.63,-24.76,25918.83,Fonds vert,Eiffage Énergie,13.52,,,Nicolas Leroy,Accord-cadre,Moyenne,Élevé
859,316,Remplacement du chauffage,2019-02-03,2019-09-13,2019-08-14,Completed,562834.36,593980.64,5.53,85735.4,Union européenne,Engie Solutions,12.56,13.76,76105.63,Jean Dupont,Appel d'offres ouvert,Critique,Faible
860,482,Isolation thermique,2024-02-24,2024-07-18,2024-06-01,Completed,744375.3,748482.42,0.55,186339.1,Département,SPIE Building Solutions,25.14,34.55,101677.11,Karim Diallo,MAPA,Haute,Faible
861,278,Éclairage LED,2025-11-02,,2026-02-09,In Progress,370471.81,184235.18,-50.27,70886.95,Département,Léon Grosse,6.67,,,Karim Diallo,Marché négocié,Moyenne,Faible
862,79,Remplacement du chauffage,2025-04-17,,2025-12-18,Planned,186868.62,,,55856.92,Région,Entreprise Durand,27.94,,,Nicolas Leroy,Accord-cadre,Moyenne,Élevé
863,430,Remplacement du chauffage,2025-04-08,,2025-10-11,Planned,381112.07,,,99718.1,Région,Bouygues Bâtiment,18.46,,,Nicolas Leroy,Marché négocié,Haute,Faible
864,214,Isolation thermique,2023-06-19,2024-02-09,2023-12-19,Completed,1498488.16,1518912.88,1.36,801158.33,Département,Eiffage Énergie,27.45,16.66,173777.72,Karim Diallo,Marché négocié,Moyenne,Faible
865,278,Installation photovoltaïque,2025-06-12,2025-09-29,2025-10-15,Completed,1815502.77,2023538.44,11.46,700862.99,ADEME,Bouygues Bâtiment,14.73,15.58,95713.64,Sophie Bernard,Appel d'offres ouvert,Haute,Moyen
866,439,Remplacement des menuiseries,2025-05-08,,2025-07-09,Planned,539567.68,,,134029.01,Fonds vert,Groupe Martin,10.03,,,Alice Martin,MAPA,Haute,Faible
867,60,Rénovation de toiture,2025-08-09,,2025-12-10,In Progress,820131.56,335103.11,-59.14,49141.35,Région,VINCI Facilities,8.95,,,Karim Diallo,MAPA,Critique,Faible
868,452,Isolation thermique,2025-07-20,,2025-12-12,Planned,298121.75,,,106639.9,Département,Engie Solutions,21.18,,,Emma Robert,Marché négocié,Critique,Élevé
869,493,Éclairage LED,2025-04-20,,2025-11-25,In Progress,381473.96,157168.05,-58.8,6444.02,Région,Entreprise Durand,9.52,,,Karim Diallo,Marché négocié,Moyenne,Moyen
870,64,Remplacement du chauffage,2024-05-12,2024-09-29,2024-09-09,Completed,851862.4,865002.96,1.54,64158.87,Région,Groupe Martin,16.12,29.36,,Nicolas Leroy,Accord-cadre,Haute,Élevé
871,133,Isolation thermique,2023-06-02,2024-01-07,2024-01-20,Completed,1274669.41,1470492.1,15.36,183882.12,Région,Eiffage Énergie,27.91,27.98,328485.44,Jean Dupont,Appel d'offres ouvert,Moyenne,Élevé
872,332,Éclairage LED,2025-08-01,,2026-01-19,Planned,89764.43,,,43106.81,Autofinancement,Groupe Martin,9.87,,,Karim Diallo,Accord-cadre,Critique,Moyen
873,101,Rénovation de toiture,2022-11-23,2023-06-29,2023-06-13,Completed,856935.83,858411.37,0.17,55755.23,Fonds vert,Entreprise Durand,11.15,7.56,17424.24,Karim Diallo,MAPA,Moyenne,Faible
874,31,Remplacement du chauffage,2025-04-21,,2025-12-13,Planned,477007.39,,,19265.03,Union européenne,Léon Grosse,22.67,,,Jean Dupont,Appel d'offres ouvert,Basse,Moyen
875,483,Rénovation de toiture,2025-07-09,2025-12-12,2025-10-23,Completed,509804.0,554210.86,8.71,227364.87,Département,Eiffage Énergie,8.55,12.47,22816.87,Jean Dupont,Appel d'offres ouvert,Moyenne,Élevé
876,89,Installation photovoltaïque,2024-11-06,2025-05-01,2025-05-15,Completed,428161.76,401612.7,-6.2,190449.12,Autofinancement,Groupe Martin,11.3,14.66,43826.46,Alice Martin,Accord-cadre,Haute,Moyen
877,396,Éclairage LED,2025-10-06,,2026-07-05,In Progress,95203.56,39355.01,-58.66,9119.07,Région,SPIE Building Solutions,7.69,,,Alice Martin,MAPA,Moyenne,Moyen
878,255,Ventilation double flux,2025-03-09,,2025-07-13,Planned,683060.67,,,112440.61,Région,Bouygues Bâtiment,10.13,,,Emma Robert,Appel d'offres ouvert,Haute,Moyen
879,416,Isolation thermique,2025-07-06,,2026-03-10,In Progress,1095838.62,748658.43,-31.68,316182.2,Fonds vert,Engie Solutions,20.47,,,Sophie Bernard,Marché négocié,Moyenne,Élevé
880,431,Isolation thermique,2016-08-01,2017-01-24,2017-01-28,Completed,349614.91,352008.13,0.68,72321.11,Région,SPIE Building Solutions,24.15,18.33,,Jean Dupont,Appel d'offres ouvert,Moyenne,Élevé
881,347,Remplacement du chauffage,2025-03-16,,2025-07-03,In Progress,1033702.98,581759.98,-43.72,48207.37,Autofinancement,Groupe Martin,16.16,,,Karim Diallo,MAPA,Basse,Faible
882,15,Remplacement du chauffage,2025-03-04,,2025-05-30,Planned,582500.69,,,29587.54,ADEME,Entreprise Durand,15.73,,,Alice Martin,Appel d'offres ouvert,Haute,Faible
883,463,Isolation thermique,2023-03-05,2023-09-30,2023-08-18,Completed,4149285.12,4546434.56,9.57,508369.07,Département,Groupe Martin,27.26,25.39,343709.98,Emma Robert,Accord-cadre,Basse,Élevé
884,187,Isolation thermique,2025-03-04,2025-03-23,2025-10-25,Cancelled,669987.26,65141.44,-90.28,25938.61,Autofinancement,SPIE Building Solutions,32.68,,,Sophie Bernard,Appel d'offres ouvert,Basse,Faible
885,332,Rénovation de toiture,2025-08-04,,2026-02-16,Planned,257821.8,,,35273.22,ADEME,Groupe Martin,15.57,,,Emma Robert,MAPA,Moyenne,Moyen
886,139,Isolation thermique,2025-10-08,2026-06-01,2026-04-25,Completed,1298841.81,1227069.51,-5.53,16374.94,Autofinancement,VINCI Facilities,27.25,19.36,29405.11,Emma Robert,Accord-cadre,Moyenne,Faible
887,170,Isolation thermique,2025-10-19,,2026-02-02,Planned,903628.48,,,447030.35,Fonds vert,Bouygues Bâtiment,15.78,,,Karim Diallo,Appel d'offres ouvert,Critique,Faible
888,82,Rénovation de toiture,2023-07-03,2024-02-03,2024-01-23,Completed,864660.32,940421.52,8.76,242905.49,ADEME,Eiffage Énergie,15.64,8.46,20828.99,Alice Martin,MAPA,Haute,Faible
889,365,Éclairage LED,2025-07-09,,2025-12-03,In Progress,150255.31,95118.33,-36.7,12716.37,Union européenne,Engie Solutions,7.05,,,Jean Dupont,Marché négocié,Moyenne,Moyen
890,308,Isolation thermique,2023-05-10,2023-07-20,2023-07-05,Completed,1576313.36,1571685.1,-0.29,572119.1,Département,Groupe Martin,29.47,17.39,190658.71,Karim Diallo,Marché négocié,Basse,Faible
891,471,Isolation thermique,2025-09-22,,2026-02-12,In Progress,484852.65,369879.5,-23.71,92049.42,Autofinancement,Groupe Martin,29.85,,,Nicolas Leroy,Accord-cadre,Moyenne,Faible
892,354,Remplacement des menuiseries,2025-06-18,,2025-10-31,In Progress,439313.83,370748.02,-15.61,93768.36,Fonds vert,Engie Solutions,17.99,,,Nicolas Leroy,MAPA,Moyenne,Faible
893,197,Remplacement des menuiseries,2024-04-23,,2024-08-12,In Progress,777655.25,602948.74,-22.47,240425.53,Fonds vert,VINCI Facilities,8.58,,,Karim Diallo,Marché négocié,Critique,Moyen
894,83,Isolation thermique,2025-09-12,,2025-12-13,In Progress,536307.2,228903.16,-57.32,73887.64,Fonds vert,SPIE Building Solutions,34.65,,,Alice Martin,Marché négocié,Moyenne,Moyen
895,198,Éclairage LED,2025-06-21,,2025-11-16,Planned,34145.11,,,1524.99,Département,Léon Grosse,9.63,,,Jean Dupont,Appel d'offres ouvert,Critique,Faible
896,37,Isolation thermique,2025-10-18,,2025-12-19,Planned,1468164.91,,,585393.23,Union européenne,SPIE Building Solutions,23.51,,,Jean Dupont,Appel d'offres ouvert,Critique,Moyen
897,393,Remplacement du chauffage,2025-04-25,,2025-09-09,Planned,1795284.0,,,260227.92,ADEME,Eiffage Énergie,24.36,,,Nicolas Leroy,Appel d'offres ouvert,Critique,Élevé
898,158,Remplacement du chauffage,2018-06-16,2018-12-29,2019-01-05,Completed,367044.74,385209.38,4.95,126569.05,Autofinancement,VINCI Facilities,22.78,24.99,71521.46,Alice Martin,Marché négocié,Critique,Moyen
899,444,Remplacement des menuiseries,2025-03-03,2025-10-14,2025-08-28,Completed,1200260.53,1193132.27,-0.59,319182.48,Autofinancement,Groupe Martin,8.7,6.93,29715.81,Emma Robert,Marché négocié,Moyenne,Élevé
900,320,Éclairage LED,2025-07-07,2025-08-21,2025-12-20,Cancelled,657387.87,40262.79,-93.88,4131.5,Région,VINCI Facilities,10.52,,,Alice Martin,MAPA,Moyenne,Élevé
